id,text,expert label
1483_2,Pls fix it ASAP!,1
1485_3,At least support displaying static GIF image.,1
1485_12,Please consider to enable support for unsafe code in Silverlight and Xna apps.,1
1488_7,Maximizing all current main apps would be better than having 1mil appd in the marketplace.,1
1488_9,"Allow binary access would allow custom vizualizations, media players, and audio enabled games.",1
1489_2,This would also be very nice so that you could add a 'create playlist' feature into the music+video hub.,1
1490_1,Create option to allow Periodic Agents to run even if app has not been opened for x days.,1
1492_4,"I bought my WP7 phone with gaming in mind, but there's more than one gamer in this house - please make it possible for several gamertags to be used on one device!",1
1498_2,Change orientation of the device.,1
1498_7,Keeping the message as draft when exiting would save me the hassle of having to type it again...,1
1499_1,Can we have windows phone development using visualstudio lite IDE which includes only phone developement.,1
1500_8,"Start by expanding the number of apps that can use a certain key word, such as ""childrens stories"" so that new apps who innovate can displace those who got their first with potentially crappy apps.",1
1500_9,"Secondly, you need to limit the number of apps that a publisher can submit with a particular key word.",1
1504_1,"We should have some way within our app to get notify that whether user selected call, don't call and when he/she ended call means notification of end call.",1
1506_1,WP need video calls to be able !,1
1507_2,Please give that back.,1
1507_5,"However, this must be updated by Microsoft.",1
1507_6,"It would be more useful if specific Service apps could be released that would extend these features by, for example, adding a Google+ option to the sharing interface.",1
1509_1,"Would be nice if in power point, could have same method as in pictures hub for navigation.",1
1510_2,"And please force adobe to update their pdf viewer, its terrible :'( Word displays documents terribly.",1
1510_3,"And please force adobe to update their pdf viewer, its terrible_ë_ more",1
1512_2,It's very helpful to give a pertinent feedback to the user.,1
1512_6,"Received from an MVP this week over email: It would be great to be able to have the emulator location data use the NMEA file format - either via file import/export, or using the files directly as a feed.",1
1512_8,Other devices use this format and it would be great to see it supported by Windows Phone.,1
1514_3,they all use Sip so it would be great to have a native sip client integrated.,1
1514_9,"Even though default keyboard is nice, I'd like to see a swipe version.",1
1514_11,Also a T9 keyboard would be nice too.,1
1514_16,I want to be able to add a picture to the media library and then start the SharePictureTask to let the user see and share it from the Pictures Hub,1
1515_6,add a quick access Block button/function to be used when receiving spam over chat,1
1519_3,It would be great if you could add .png support to the medialibrary so that we can save high quality png files to the picture library.,1
1519_6,It would be great if the Windows Phone development team could allow us to use the RSTP streaming protocol in .NET Compact Framework we use.,1
1520_2,Provide preference setting to categorize apps in the long list by their categories in app store rather than names or alphabetical order...this is extremely helpful for people with lots of apps and provide the ability to maintain the uniformity of the UI while making it more user friendly,1
1520_4,Please get metequotes to make metatrader for Windows Phone.,1
1520_5,"Need of Logger Class to log error,Info,Verbose and daemon Information.",1
1523_3,Allow the user to be able to set a custom reminder time such as 2 hours or 1.5 hours before the Calendar entry.,1
1525_2,I would like a button I can click that will only select the countries for which Microsoft already accounts for any taxes.,1
1530_1,Support file transfer such as PDF files,1
1531_2,"Allow developers to implement an interface(s) on a user control and ""submit"" that instead of just filling in a tile data structure.",1
1533_2,A bevy of restrictions can also be heaped on the said user control in order to maintain performance and not sap battery life.,1
1533_3,"Let Live tiles be live, please.",1
1535_1,"This approach will provide an elegant way of accessing constants both in code and XAML pages in Silverlight, and for my immediate need in Windows Phone 7.",1
1535_3,Please please incorporate this in future release.,1
1536_1,I need a posibility to set the keyboard language from code.,1
1537_1,"Please implement this, it is important for me for a translation application.",1
1538_1,"I suggest to create hardware ratings, like ones in Winows 7 (WEI), for the smartphone in order to help both users and developers to match hardware with apps or games.",1
1538_3,It would be nice to be able to use the computer keyboard when using the emulator.,1
1538_6,"currently you can only pin an album, but it would be useful if you can pin a single image as a tile.. that way you have easy access to a it.",1
1538_11,"I normally wouldn't say ""This is unexceptable"" but given that silverlight/xna hybrid is the new big thing for WP7, this issue needs immediate attention.",1
1538_16,"local scout should show more than just 20 results, there should be the ability to state the radius from current location and all businesses within that radius should be shown, which could greatly exceed 20. also, if searching a company name for a small business/restaurant, it would be good if that could show within local results.",1
1538_18,"this would save me that hastle, and make planning journeys much simpler.",1
1539_1,Allow an app to disable text messaging preview.,1
1542_1,Allow users to link their app with the 'me' and 'people' hub directly.,1
1542_2,"Now that we have API access to contact information it would be useful to immediately be able to click on a contact and open it in a related app, e.g.",1
1543_1,Add a full support of RegionInfo and add possibility to instanciate one with two letter iso code.,1
1544_1,"Add option to hide keyboard: specially when you want to copy a long text.. the keyboard takes around 60% of your LCD space, leaving you with a tiny window to work with.",1
1544_3,can you please create a tesco clubcard app,1
1545_1,Allow the ability to view SSL Certificates on HTTPS Connections in IE and have the option to install the CA.,1
1545_5,I suggests to add some kind of Storage to store GPS POI.,1
1548_2,pls support fixed possitioned elements!!,1
1549_2,I'd like to have tiles of various colours on my start screen.,1
1549_6,"Allow access to raw data such as signal strength imformation to allow creation of indoor location positioning using available wifi, bluetooth or cellular networks when no gps data is available.",1
1549_11,"So with that, I really do appreciate the fact the Marketplace and developer API's allow for demo mode, and I sincerely hope that the underhanded practices mentioned won't slip through in the future.",1
1549_14,It would be nice if there were an app that logged things that happen on your phone: ie.,1
1549_15,3:30pm Weather App: received weather update.. it would be also great if there were an icon in the status bar that indicates that that are new events/notifications..,1
1551_1,"add a search button inside each SMS conversation, to find a specific thing you said.",1
1552_1,I'd like the ability for an application to be quick loaded from the right-hand corder of the lock keypad.,1
1552_2,"If that's not possible, allow a button to be overriden and pressed during the locked screen process.",1
1553_1,I want to be able to turn it on/off from an app.,1
1554_1,"Also, I want to be able to set the % left of power for when the batterysaver kicks in.",1
1555_4,It'd be very convenient for developers without actual devices to test their apps for the certification requirements if everything could actually be tested with the emulator.,1
1556_1,Please upgrade the YouTube App by Microsoft Corp. with Metro UI instead directing to a mobile site.,1
1558_5,Expose the SongCollection class so we can add and remove song objects from custome song collections.,1
1558_7,Allow the BackgorundAudioAgent to utilise the XNA framework so that the device's song library can be played and manipulated from the background.,1
1558_8,You would also need to provide a conversion mechanism to convert a Song to an AudioTrack - as is the default file type for the BAP.,1
1558_9,Relax the restrictions around application running under a locked screen and/or in the background.,1
1558_15,We need the ability to build apps that are capable of video editing for WP!,1
1559_1,"Please DevGroup make this APIs should enable developers to build apps that include the ability to do video trimming, editing, and saving to the video library.",1
1562_1,Allow applications to define custom shaders in HLSL.,1
1563_2,Also allow access to MP4 encoder library (hardware accelerated) so apps can generate their own videos.,1
1567_1,WPF7 should have one like this too!,1
1571_4,The design guidelines should be the law.,1
1572_1,"Don't allow ugly interfaces, be stricter on things like navigation, general look and feel, even animation.",1
1573_1,"Give developers good explanation what they do wrong, and enforce good design.",1
1573_2,"If something is unresponsive, it should not be allowed unless there is a clear and good reason for it.",1
1573_3,"Apps should take no longer than 2-3 seconds to start, and need to explain why they would take longer.",1
1573_4,Make the marketplace of the highest quality out there!,1
1577_1,It'd be great if you would work on a solution to improve the situation.,1
1578_1,An address bar should be added to Calendar items to give the location of your appointment/meeting.,1
1578_2,This address should be visible on the Bing maps showing you the location of your calendar item.,1
1579_1,"Vice versa, you should be able to schedule via the Bing maps, adding a location on the maps and linking it to the Calendar.",1
1580_1,Return back a multi-task support (may be optional?),1
1580_4,A color picker control just like the one in the phone's settings would be really useful for apps which want to offer the user a choice of colors.,1
1580_8,I'd like to show Youtube videos in my app.,1
1581_2,"I would like to have control over the size, positioning and playback of a video.",1
1582_1,"there should be an option to change the working of these buttons to double click, so that a slight",1
1585_3,"Allow for video camera control, start and stop recording from the touch screen instead of just the camera button.",1
1589_3,"As of now the number of contacts that can be added to a group is restricted to 20, please remove the cap.",1
1589_5,would't it be great to add albums to SkyDrive and stream them directly from there.,1
1589_7,All notifications should exist in a pull down shade in iOS/Android style.,1
1589_8,The pull down shade should take on the color theme you have choosen for your phone.,1
1589_9,"Notifications should exist within the shade as black tiles and will illustrate the notification type and a short phrase from the email, sms text, facebook/twitter mention, etc.",1
1589_10,have a background agent enable all the time to execute an application event not execute them periodically,1
1590_2,Please fix this so that it goes back to Inbox (and not exit the app!),1
1590_3,"in addition to the current Alphabetical view, add Sorting options like: Sort by last installed, Sort by recently accessed.. Also it would be nice to have a shortcut screen like the fullscreen blue alphabet tiles, but with dates: 1 day ago, 1 week ago, 2 weeks ago...",1
1591_1,Add a method to run another app passing params.,1
1591_2,there should be a function to costumise the tile depending on mood,1
1594_2,"I really need this and i can't call every day custommer care support to see my balance, to buy net and etc.",1
1598_1,u guys need to fix that or i will buy nokia 3110 which is way better than this sht!,1
1598_2,Display HTML that users can interact with (i.e.,1
1599_2,The ability to broadcast and bind sockets to a port would be handy for making local client <=> server applications where you don't need to specify the server IP.,1
1600_4,We want a clean and simple interface which WORKS.,1
1600_11,You shouldn't be charging $99 for service like this.,1
1603_6,I'd like to control the priority of this background thread to make the user experience better.,1
1603_7,"We note that microsoft bought Skype, so we need an app that includes Facebook chat, Skype chat, video call and normal calling.",1
1603_10,Bring back reccurrence from wm 6.5 where you could create complex meeting schedules,1
1603_12,"In SDK give an UI explorer view for Isolated Storage to download, upload isolated storage files from device to desktop.",1
1605_3,It would be nice with a switcher on the volume control like the button ring/silent.,1
1607_1,why shouldn't I as user be able to see reviews made by people from other countries??,1
1607_7,We need a way to select the word(s) we want to delete,1
1607_11,Instead of having to tap the screen you should have the choice of locking it at the top of the screen.,1
1607_12,"Tuenti is a social network as Facebook (in Spanish or English or Catalan), it would be very useful for spanish people or south americans or people who have signed up on it, to have it (integrated) into the people hub.",1
1607_14,android has the pull down notification area well we should have a live tile where all notifications come in so if ur using an app n its not pin to ur start screen u can still know when u have a notification.,1
1607_17,"The built-in support for some DPWS devices would be nice, especially printing to WSD printers (or capturing images from WSD scanners) would be a significant feature.",1
1607_19,"If phone is lost allow remotely setting custom message on the lock screen, i.e.",1
1607_22,I am especially thinking about tile generation on background agents : I'd like to have an enriched PictureDecoder able to run on any thread and decode PNG as well.,1
1611_4,"It would be really cool if developers could get api access to Xbox Live Gamertags, that way they don't have to make users create a new account just to play multiplayer games.",1
1611_5,It would also help a lot for leaderboards too.,1
1612_1,Bring this to Windows phone to all native apps.,1
1613_1,"Instead of making a new camera app, allow me to extend the native one.",1
1613_2,"Instead of making a new todo list app, let me extend the native one.",1
1613_3,"Bring this to all of the native apps including office, the dialer, people hub, etc...",1
1619_2,The [A-Z]-Button should open the Letter-grid to jump to the desired point in the list.,1
1619_3,i would like it to work just like the walgreens app,1
1619_4,The mango way to switch between tab is slow as .... so please implement a quicker way to do that or roll back to the previous IE's chrome.,1
1619_6,"help define the current position of the current music with the mediaplayer Zune ""seek position"".",1
1619_9,We need something just as fast in WP7.,1
1620_1,"One suggestion is: Double tap home icon quickly, to see the list of open apps - as shown currently.",1
1622_2,zune payer should support custome codec plugin so one can play any format.,1
1622_3,Please expand the MessageBoxButton option in Silverlight to include a Yes/No or Yes/No/Cancel option.,1
1624_1,It would be nice to have a modal control that is standard between applications with additional user choices available.,1
1624_2,the mutitasking area should have every app that you have opened in it.,1
1625_1,The last five should be frozen and any more than that should have to restarted.,1
1625_2,To close an app the user should be able to use her/his finger to flick it upwards WebOS style.,1
1625_3,"in addition, the user should be able to take a scree shot within the multitasking area by using a finger gesture to drag the app towarda the bottom of the screen, a screen capture icon should appear and the outer edges of the icon should fill with green and onve the edges are completly green a photograph noise will occur allow with a sudden screen flare to tell the user the screen shot has been taken and saved in the saved images folder the mutitasking area should have every app that you have opened in it.",1
1625_4,"in addition, the user should be able to take a scree shot within the multitasking area by using a finger gesture to drag the app towarda the bottom of the screen, a screen capture icon should appear and the outer edges of the icon should fill with green and onve the edges are_ë_ more",1
1625_5,It will be very useful if you can asign a static IP,1
1625_7,It was available in WM6.5 (and older) so it would be great to see this included in WP7 (and later),1
1625_8,allow sync of ms exchange notes,1
1625_9,"because push notifications can easily go unnoticeable, there should be a history in the ""me"" tile that will also tell you if you missed something.",1
1625_11,Just a history for one days notifications would be enough.,1
1625_12,"It would be really nice to have a ""Share"" task that I could pass a stream to, in order to share an image.",1
1625_19,When searching in the market you should be able to open the app if already installed.,1
1625_20,"Please provide APIs for call forwarding and other call management functions(hold/unhold,swap,conference,etc)",1
1625_21,"As a user, I would like to be able to select songs that I have put on the device (from my library) to wake up to.",1
1627_2,Add an option to customize the size of Pictures uploaded to Skydrive or send via mail.,1
1627_3,Also add an option to autoupload full images tu Skydrive and not only 718x538 px as preset on the lumia 800.,1
1627_5,"It would be great if you could start an app while adding some instructions, for example: ""Facebook, show me messages"" ""Office, create new Word document"" ""Prime TV, mark House Season 1 Episode 4 as watched""",1
1627_11,Please implement the whole TouchApi in the Internet Explorer and the WebBrowser Control.,1
1627_18,Marketplace upload of this kind should be more restricted to avoid problems.,1
1628_1,"When I'm reading a web page or other document, I would find it incredibly useful to be able to jump to the jump of the document without endless swiping.",1
1633_1,"It will be pleasant to go the main page of the app in the marketplace to see the general prê?sentation, screenshots & the other users reviews",1
1633_2,add capability to enter manual parametets for visual voicemail,1
1633_5,I believe scrolling should be improved.,1
1634_2,"ensure that we can buy clips, movies and videos directly to WP7 without necessarily going through a PC",1
1634_5,"For instance, email and messaging notifications could be silenced at night, whilst call ringtones would function as normal.",1
1634_12,Supporting Windows Authentication could be very usefull for example writing app that interacts with Microsoft Dynamics CRM,1
1634_15,The language should be a search critreria for apps and games.,1
1635_1,If it's MS Windows Phone then make it as a part of the network.,1
1635_5,A business feature that would be really nice to have support for it the ability to tie into a VoIP network for voip phone calls... the most common architecture is the SIP (Session Initiation Protocol).,1
1635_6,So I would like the ability to configure a SIP client that ties into our VoIP PBX and phone system.. so my WP7 would basically become my desk phone (extension).,1
1635_12,It would be nice to have the Deployment ability on my home PC able to be done wirelessly.,1
1645_2,"Give functionalities like Resource manager, as given by IDE of other platforms.",1
1645_3,Managing resources and folder structure for them should be made easier.,1
1645_4,make an EQ for the mp3 player...at the moment the volume it's really low,1
1645_7,"Please enable pinning of the ""Wi-Fi"" settings on Start page.",1
1645_11,At a minimum I need to have 2 images that are auto selected based on the phone's current theme.,1
1646_1,SplashScreenImageLight and SplashScreenImageDark would be great!,1
1647_1,"After that, it would be great to have the option to select an image from IsolatedStorage so that my app can update its splash screen image as needed.",1
1649_2,Checkboxes maybe?,1
1650_2,Make it so that a meteo style app would only need to adapt its UI to run on Windows phone.,1
1652_1,It would also be nice to have to deploy only one package to the marketplace but only the needed bits would be tranfered.,1
1653_1,Add movies and books would be an excellent addition for the system !,1
1654_1,I believe the single most important thing for Windows Phone to be successful is that users in all countries should have the same services available.,1
1657_1,Now when the marketplace has become available it would be great if users in other countries than US could migrate their accounts to the country they really live in.,1
1658_1,"Since windows phones are selling hot in countries like India, browser should start displaying Indian language characters.",1
1658_2,Allow user to set different accent colors for different tiles.,1
1658_3,"we should have small tiles instead of a long list of apps of which you downloaded, like android and ios.",1
1658_5,Apps need a way to work together.,1
1658_7,An app should be able to publish a service that is disvoerable and consumable by other apps.,1
1658_8,"For example, if I have an app that can process images, I want other apps to be able to dicover my app and submit photos for me to process.",1
1659_1,I would like access to a stream for music played via the media library.,1
1660_1,"i wish the functionality to access and synchronize the public folder from exchange, e.g.",1
1661_3,"As an alternative to giving write-access to calendar (which can be hard to get a go on for security reasons), let us at least open an appointment directly in the calendar app.",1
1662_2,"Especially if we also can have a ""delete appointment""-chooser (user will need to confirm deletion).",1
1663_2,Please release ShellTile.TileData() function in next build.,1
1664_1,"In addition to the existing profiler tool, a network activity profiler should be given so that we can analyse network activities that are happening, potentially helping in troubleshooting cases wheter network activites are becoming bottleneck for app responsiveness.",1
1666_2,QRCode should support chinese,1
1670_1,"Create more free GOOD games, and everyone have fun.",1
1670_2,If the SDK could run on OSX I'd be actually able to create apps for WP7 :),1
1670_4,might be nice to have a nice button: add to favorites.,1
1674_1,It would be nice if wp7 supports this.,1
1675_1,"Would be cool to know if app qas opened using voice commands, so if app has its own voice capability it can know to start listening right away.",1
1676_2,"have the possibility to use category of outlook, on wp7 for contact/email/calendar.",1
1677_5,Allow two level off access to low level API.,1
1679_3,Plz fix this.,1
1679_4,There It would be better if we havent have to upgrage software via zune.It is timefull and useless.There should be delta upgrades OTA,1
1679_9,Could a Smart dial please be finally applied to the phone app?,1
1679_12,Please implement.,1
1682_2,It would be very helpfull to have an abbility to copy a part of text out of a message.,1
1687_1,"Allow user to send Video, Audio and more pictures in an MMS now only one pic is supported",1
1689_11,"It would be nice if we had finer access so we could specifically get, say, the postcode.",1
1690_7,"IMDb should open to the ""Star Wars"" page directly from bing's search results.",1
1692_2,If I dont like someone elses idea allow my 1-3 votes to takes votes OFF their vote count on a 1:1 vote basis.,1
1692_4,Let us open up the phone application (here the the user can see callhistory++).,1
1693_1,Also let us open the call-history page Both are usefull for smart-dialing apps.,1
1694_1,An app can at least have a button directly to call history so user can see call history (since a direct API for call-history is not given due to security reasons).,1
1696_1,File Transfer should pause when a call is made or comes in.,1
1700_1,Please improve the performance in next WP release.,1
1700_4,It would be very useful for some audio applications to turn the speaker on while headset is connected.,1
1701_3,"i would suggest a common credential store such as accounts where users would need to be prompted so the application could access the token, username or password.",1
1701_4,"There should be a way to test applications on real devices without registering in the app hub, because a private person, perhaps, develops an application over a long time and so he pays 99$ each year, only that he can test the application on his mobile.",1
1701_5,"There should be a way of registering for this, without paying, only for publishment you have to pay.",1
1701_9,Developers need a way of sharing data between applications.,1
1701_11,"3.- Share variables between applications in something that could be called ""Desharrapamientos"" instead of ""IsolatedStorageSettings"".",1
1702_2,provide automaticaly calendar and e mail views in multi task screnn,1
1703_2,"Allow chatting in threads with google talk, similar to how facebook chat is implemented in threads.",1
1706_2,"We need an alternative way to delete just a piece of conversation, or a fast way to select all message we want to delete.",1
1706_4,Why not allow a black background with white text when reading e-mail conversations?,1
1706_7,You can improve this feedback forum by making it work right.,1
1711_2,Allow to read data from Excel.,1
1712_1,"We need the ability for developers to add relevant tags to their app descriptions, we then need the ability to search for apps with those tags, tags should also be verified during app submission to ensure theyre relevant dont know about anyone else but im fed up of the marketplace being swamped with total rubbish, it would be nice to see apps that im interested in instead of a thousand apps that i have no interest in",1
1713_3,"It will be helpful for many developers if a few sample new project templates which show when and where variables can be created, instantiated so that better app experiences can be given to users.",1
1713_9,remove useless app or the app uses fake icon (e.g.,1
1713_12,allow to see history for a user group.,1
1713_15,"Add a IE like control that support functions like 'get url of the current page', which support 'open in new tab'.",1
1714_1,"For this I would like an user id (anonymous) so my data ""move"" to my other phones and delete from phones without logged in live account.",1
1714_2,There should be a random id instead after every reset.,1
1714_3,"To become regionally recognized, I believe Windows Phone/Devices languages should be regionally supported",1
1718_8,"Bing music search should add the ability to learn about the artist and to get the song lyrics for the song it ""hears"".",1
1718_9,"Recognition is very accurate, it should be easy to add two buttons for this.",1
1718_10,"marketplace app needs predictive typing, not just app matching as you type.",1
1719_2,This property should return correct information about connected headset.,1
1719_6,would be nice to have the same notification in the headset only when in vibrate only mode.,1
1719_7,"At least for Air France (i did not test it for other companies), the picture send by SMS are not compatible with WP7 ... it should be great to be able to open it",1
1719_8,weve got the worst supply of google apps we need these two to exist on this phone please please please add this we need it !,1
1719_11,"Add a wishlist section to the marketplace so that users can keep track of apps they would like to buy, but maybe can't afford right now or don't have space for at the moment, etc.",1
1719_14,"Create app of video filters and advanced settings, including different simulated noise, film stock, and lense.",1
1721_1,It would be good to backup linked contacts.,1
1728_1,i really liked the wp7 and would love to see similar fuctionality availlable in wp7 too.,1
1728_2,"The Music+Videos app should have side selection boxes in every category like the ones used for selecting multiple messages in the e-mail app, making it easier to create playlists, and play selected songs/artists/albums/genres/videos.",1
1728_3,I request we are able to have full customization capability.,1
1730_1,MS should make an advenced config.,1
1730_3,let us creat on our own devices.,1
1732_1,"Would be nice to mirror phone screen to tv through xbox 360, like ios ipad/apple tv.",1
1734_1,ALL WINDOWS PHONES WITH TOUCH-SENSITIVE BUTTONS SHOULD VIBRATE!,1
1737_1,Enable user apps to use the Bluetooth hansfree notification just like when receiving a SMS on 7.5 while the phone is connected to a handsfree.,1
1737_8,Looks like it's functionality should be corrected.,1
1737_9,"The emulator should include a treeview control to display a live view of: Page States App State IsolatedStorageSettings IsolatedStorageFile(s) The ideal would include some kind of object drill down in the style of Mole for WPF, but even ToStrings would work.",1
1740_1,"We need to have a way by which applications can register the type of content they handle so that when user is downloading a content using IE, they can choose installed application to open with.",1
1741_1,"Ensure that the target device screen is unlocked and that the application is installed.""",1
1741_5,"So please add a ""Developer"" option and put the best options for the developers in that menu.",1
1741_9,"Allow the international developer to pay the Account Registration through PayPal or others ways, as the local Microsoft office.",1
1742_2,"Rating is an int variable, and I want to be able to specify an exact value.",1
1742_4,"Add the WP7 Marketplace to Xbox 360's, so people can browse apps on their TV rather than just PC and Phone.",1
1745_1,"I pick up a contact we both know, I'd like to be able to push it to her phone.",1
1748_2,"Add API for access point configuration, so server could send needed data via push notification and application would create new corporate WLAN access point.",1
1748_4,"Provide access to the podcast episodes that are in the media library so that they may be used to construct, for instance, custom playlists.",1
1749_10,Please give us the means of turning this feature off.,1
1749_14,It would be great to provide a new launcher/task which uses this new existing funtionality to get a string from an image.,1
1759_2,I would like to schedule a job to 'POST' a url every 10min to keep alive UNTANGLE authentication.,1
1760_6,The general concept of a ResourceIntensiveTask being launched when constraints are met is strong but the implementation could be greatly improved.,1
1761_3,"Proper socket support, a fixed UdpAnySourceMulticastClient implementation, or an explicit SSDP client which supports sending & handling replies to M-SEARCH messages should be enabled.",1
1761_5,Please provide an API that provides access to the texts to allow developers to implement an application to enable scenarios such as reading or archiving SMS messages.,1
1762_2,"There should be an api enhancement to get access to the ""Me"" contact information (or a subset of it).",1
1764_5,"Easy access to the Bing Music API would be really useful, especially for apps with artist/song recognition.",1
1765_1,"Microsoft already allow developers to use the Bing Maps API in their API, so i realy hope they consider opening up the Bing APIs for the coming Tango/Apollo dev toolsets.",1
1765_2,"Would be nice to have a callback on for example the phonecalltask so that we can determine wether or not the user actually did press ""call"" or ""cancel"".",1
1767_1,"It would be very nice to be able to download the entire Windows Phone Tools and install it, instead of having to use the web for installation.",1
1769_1,Have a button which allows for purchasing and sending an app/game.,1
1769_4,I really want this features because its useful in many ways.,1
1769_7,Make a new setting that allows users to optin to this functionality.,1
1769_11,"The managed SDK should add support for using SSL client certificates, for SSL Mutual-Authentication in HttpWebRequest and/or Web Service proxy classes.",1
1770_3,I suggest to make it back 30.,1
1776_2,Provide a viewer for viewing office documents (e.g.,1
1778_2,Please fix this... otherwise my (and some other) apps/functions are not usable anymore :-( See: http://forums.create.msdn.com/forums/p/88705/548248.aspx,1
1778_3,"The idea is simple: open a marketplace for developers only where devs can submit applications developed with an extended API, which allows to access to more information/capabilities on the device.",1
1779_15,My suggestion is to make this interval configurable.,1
1782_1,Let the user decide what he wants (concerning battery life etc).,1
1782_2,Don't define restrictions for developers.,1
1782_9,"I would like to be able to convert my individual account in the Marketplace into a company one without losing my publisher name, my brand, my app portfolio and my user base.",1
1782_12,"would be great a ""-->"" as tab to jump to the next textbox.",1
1783_3,"When in card view, it would be great to be able to close the running application either by swiping it away, using a cross to close it or whatever means, as having to enter one application and pressing the back button is time consuming and sometimes annoying",1
1784_1,I would like to see the metadata be part of the project in VS.,1
1784_3,An editor (like properties/settings) would be great.,1
1784_4,ShareLinkTask and ShareStatusTask should report error or information if the user doesn't have a social network.,1
1784_5,Launchers should have a callback that returns a string error message.,1
1784_7,Would like to see an improvement in MapPolyLine that allows multiple Individual Segments that have there own properties i.e.,1
1784_8,"for example, once you add a location to MapPolyLine Instance, that becomes a segment, I should then be able to control the look and feed such as Color of the stroke for that segment of the MapPolyLine.",1
1784_10,Also would like the ability to make the Line a 3d gradient shape to have it pop out more on the map control.,1
1784_11,I wish I could select connection speed for debugging in the emulator.,1
1784_19,I think we need Completed event and something like SmsResult that can be used.,1
1786_1,Please make it a standard mode of usage for each task.,1
1790_1,"I believe that, instead of limiting the amount of certifications per user per day, the Marketplace should be a little better curated.",1
1790_2,Spam applications should not be approved.,1
1791_1,"They should never pass certification, and should never be published.",1
1792_1,"Bulk publishers should be made to consolidate their apps, and the rest should not pass.",1
1798_5,"If using tap/hold, allow vertical scrolling without locking into text as described above.",1
1799_3,when playing a video from an HTML5 video tag the player should allow the user to drag the progress bar to seek ahead in the video.,1
1799_4,I would like to write Business Applications that get started when the phone is turned on and have as much control as a running app.. An idea would be having the phone snap pictures periodically and then uploading them..,1
1800_1,I need to be able to tell if the user actually went through with the email to know whether to delete the email text.,1
1800_3,For those of us wanting to provide free applications it would be nice if the WP7 supported self signed certs or the very least a widely known free SSL authority.,1
1800_4,Add ServicePointManager.,1
1800_5,Or at the very least add a free service to your accepted list of SSL authorities.,1
1800_7,I would like to see an agent like the scheduled task one that can be executed on a specific date and time.,1
1808_1,It would be good to have a Video Chooser Task that works in the same way as the PhotoChooserTask.,1
1809_4,Cursor arrow keys are needed on the virtual keyboard.,1
1809_15,Local MultiScaleImage functionality is available on iPhone so please do not put WP7 developers at a disadvantage.,1
1809_17,Please get this component opened up for isolated storage use in the near future.,1
1809_20,I think there needs to be more focus on making it easier and quicker to implement these plumbing features as a lot of developers will be hobbyist and do not contain the time and knowledge required to implement of lot of these plumbing features.,1
1809_21,Please make it quick and simple for us to get our ideas out there.,1
1809_22,Detailed customization should be an after thought for us,1
1809_23,"Allow apps with the interop capabilty flag in the manifest, perhaps via custom certificate, like Microsoft Office Digital Certificate for VBA Projects.",1
1810_2,"OK, I realize that this is dependent on the carrier, but WP7 needs to support it if the carrier can offer it.",1
1815_6,Allow one application to launch another application with a URL.,1
1815_7,The launching application should be allowed to send information to the launched application via query strings.,1
1815_11,Add a tile view like in old Windows 8.1 Store.,1
1815_13,Enable recording of FM radio.,1
1817_1,If so then the soft search button is not needed and can be removed from being displayed if a hardware button is available.,1
1817_4,"Allow filtering of marketplace results within categories beyond pay/free/top/new by adding filter by rating (ex: 4+), by price (ex: <$1.99), by number of downloads (ex: 10000+), or allow blacklisting of developers (or developer rankings) so spam apps and spam devs could be avoided.",1
1818_1,Enable FM scan function in the developer API.,1
1819_2,Allow apps to be hidden/visible in the store without having to go through the whole update process.,1
1824_4,A better manipulation of exif APIs will be very helpfull.,1
1826_2,An app deployment should unlock the screen and reset the lock timer to zero.,1
1827_2,We need a beta store for windows 10 apps for selected internal testers only.,1
1828_2,Copy from Android and add beta and alpha store too!,1
1832_1,Even there should be a option to delete the MPNS certificate .,1
1838_2,Posibility to add new test users in real-time mode.,1
1839_1,Give ability to create games that have access for xbox live achievements.,1
1841_8,Add ADO.NET to the Silverlight .Net framework so you can use DataSets when working with XML and Relational Data via C# in Windows Phone 7.,1
1841_15,"I need to write to a bitmap which is very painful (imagine a vnc client for example) on windows phone right now, so please support the Copy- and WritePixels methods and some others.",1
1841_16,I would like to have one overview with all reviews for all apps.,1
1841_19,Maybe you can add an 'All Apps' option to the 'Page filter' of the reviews.,1
1843_3,"Why can we not just have a ""store manifest"" that includes all localized descriptions, screenshots, etc.",1
1844_1,Alternatively: provide an API for the submission process so we can at least somewhat alleviate the pain ourselves.,1
1845_1,I imagine the default setup could simply default to news and sports from MSN (or one of MS' other affiliates) then allow RSS feeds to be added.,1
1845_2,"Enhance that further by allowing 3rd party application tie-ins, like ESPN's app or news from a BBC or CNN application.",1
1846_1,MS' could even add features like they have in Media Center for Sports such as a ticker feed and Fantasy player tracking.,1
1847_1,Controls displaying the SIP when focused should provide a method to close the SIP to ensure data binding is applied.,1
1849_4,"Allow developers to use an in-built API to compress videos captured from the camera, using either H264, or MPEG-4.",1
1849_6,Remove the 10 recipient cap on App generated SMS messages.,1
1850_3,"Please allow us to maintain all app packages, store assets, descriptions, screenshots, and metadata in a Git repository and simply push to a Git remote to upload.",1
1853_1,Some kind of handlers on context menus of certain objects would be great.,1
1855_1,It would be great if applications could register for such a capability thus enabling scenarios such as SMS challenge authentication.,1
1856_1,Add Ability to set referrer and other custom headers when using HttpWebRequest,1
